name,height,weight,age,position,tempo,skok,league,club
Woo Yeong Jeong,179,0,23,CF,82,53,Bundesliga,SC Freiburg
Keven Schlotterbeck,189,0,26,CB,60,62,Bundesliga,SC Freiburg
Jamal Lewis,178,0,25,LB,74,68,Premier League,Newcastle Utd
Steve Cook,185,0,32,CB,45,81,Premier League,Nott'm Forest
Harry Toffolo,183,0,27,LWB,76,76,Premier League,Nott'm Forest
Theo Walcott,176,68,34,RM,74,59,Premier League,Southampton
Lyanco Neves Vojnovic,187,0,26,CB,64,70,Premier League,Southampton
Josip Stanišić,186,0,23,RB,71,60,Bundesliga,FC Bayern
James Garner,182,0,22,CDM,67,61,Premier League,Everton
Joe Gelhardt,175,0,21,ST,75,72,Premier League,Leeds United
Adrián,190,0,36,GK,43,69,Premier League,Liverpool
Gianluca Gaetano,175,0,23,CAM,63,51,Serie A,Napoli
Caleb Okoli,191,0,21,CB,54,67,Serie A,Atalanta BC
Jeroen Zoet,189,0,32,GK,50,57,Serie A,La Spezia
Jakub Kiwior,189,0,23,CDM,65,65,Serie A,La Spezia
Viktor Kovalenko,182,0,27,CM,74,64,Serie A,La Spezia
Mert Müldür,188,0,24,RB,77,81,Serie A,Sassuolo
Andrea Colpani,184,0,24,CM,68,62,Serie A,AC Monza
Marco D'Alessandro,173,0,32,LM,87,43,Serie A,AC Monza
Norbert Gyömbér,189,0,30,CB,62,70,Serie A,Salernitana
Dylan Bronn,185,0,27,CB,63,70,Serie A,Salernitana
Robert Gumny,182,71,24,RWB,74,66,Bundesliga,FC Augsburg
Mads Pedersen,178,0,26,LM,84,89,Bundesliga,FC Augsburg
Maximilian Bauer,189,0,23,CB,54,77,Bundesliga,FC Augsburg
Philipp Pentke,191,0,38,GK,37,67,Bundesliga,TSG Hoffenheim
Keane Lewis-Potter,170,0,22,LW,81,75,Premier League,Brentford
Chris Mepham,191,0,25,CB,58,74,Premier League,AFC Bournemouth
Jamal Lowe,183,0,28,ST,86,71,Premier League,AFC Bournemouth
Junior Dina Ebimbe,175,0,22,RM,81,75,Bundesliga,Frankfurt
Miloš Pantović,185,0,26,CAM,76,54,Bundesliga,Union Berlin
Tim Skarke,180,0,26,RM,88,58,Bundesliga,Union Berlin
Levin Öztunalı,184,0,27,RM,75,66,Bundesliga,Union Berlin
Kevin Behrens,184,0,32,ST,72,91,Bundesliga,Union Berlin
Kevin Möhwald,183,0,29,CM,43,83,Bundesliga,Union Berlin
Jan Paul van Hecke,189,0,22,CB,60,76,Premier League,Brighton
Ronaldo Vieira,178,0,24,CDM,73,67,Serie A,Sampdoria
Sam Lammers,191,0,26,ST,70,72,Serie A,Empoli
Ardian Ismajli,185,0,26,CB,72,68,Serie A,Empoli
Yıldırım Mert Çetin,189,0,26,CB,61,71,Serie A,Lecce
Alexis Blin,184,0,26,CDM,38,70,Serie A,Lecce
Edimilson Fernandes,187,0,27,CM,67,55,Bundesliga,1. FSV Mainz 05
Finn Dahmen,187,0,25,GK,45,75,Bundesliga,1. FSV Mainz 05
Jakub Kamiński,179,68,20,LM,89,57,Bundesliga,VfL Wolfsburg
Bartol Franjic,188,80,23,CDM,78,70,Bundesliga,VfL Wolfsburg
Saidy Janko,181,0,27,RB,88,72,Bundesliga,VfL Bochum
Erhan Mašović,189,0,24,CB,55,54,Bundesliga,VfL Bochum
Davie Selke,194,0,28,ST,72,71,Bundesliga,Hertha Berlin
Agustín Rogel,190,0,25,CB,46,82,Bundesliga,Hertha Berlin
Márton Dárdai,188,0,21,CB,65,72,Bundesliga,Hertha Berlin
Myziane Maolida,182,0,24,LM,77,65,Bundesliga,Hertha Berlin
Koffi Djidji,184,0,30,CB,65,75,Serie A,Torino
Ilja Nestorovski,182,0,33,ST,64,72,Serie A,Udinese
Tom Krauß,182,0,21,CM,71,74,Bundesliga,Nieznany klub
Sepp van den Berg,194,0,21,CB,60,66,Bundesliga,Nieznany klub
Marcin Kamiński,192,0,31,CB,53,76,Bundesliga,Nieznany klub
Alexander Meyer,195,0,32,GK,25,40,Bundesliga,Dortmund
Luca Pfeiffer,195,0,26,ST,53,66,Bundesliga,VfB Stuttgart
Josha Vagnoman,190,90,22,RB,84,56,Bundesliga,VfB Stuttgart
Joe Scally,184,0,20,RB,76,60,Bundesliga,M'gladbach
Felix Agu,179,0,23,RWB,84,81,Bundesliga,Werder Bremen
Dalbert Chagas Estevão,182,0,29,LWB,85,59,Serie A,Inter
Kaio Jorge Pinto Ramos,182,0,21,ST,77,78,Serie A,Juventus
Sebastian Andersson,190,0,31,ST,48,72,Bundesliga,1. FC Köln
Kristian Pedersen,191,0,28,LB,64,70,Bundesliga,1. FC Köln
Pape Matar Sarr,184,0,20,CM,67,59,Premier League,Spurs
Jed Steer,188,0,30,GK,50,56,Premier League,Aston Villa
Neco Williams,183,72,22,RB,73,61,Premier League,Nott'm Forest
Sam Surridge,191,0,24,ST,69,66,Premier League,Nott'm Forest
András Schäfer,178,72,24,CM,83,50,Bundesliga,Union Berlin
Giorgio Scalvini,194,0,19,CB,55,71,Serie A,Atalanta BC
Brandon Soppy,181,0,21,RWB,80,75,Serie A,Atalanta BC
Dimitrios Nikolaou,190,0,24,CB,54,77,Serie A,La Spezia
Jacopo Sala,181,0,31,CDM,65,70,Serie A,La Spezia
Gianluca Pegolo,183,0,42,GK,43,70,Serie A,Sassuolo
Gabriel Paletta,190,0,37,CB,30,76,Serie A,AC Monza
Salvatore Molina,177,0,31,RM,73,51,Serie A,AC Monza
Andrea Carboni,185,0,22,CB,56,73,Serie A,AC Monza
Charles Pickel,184,0,26,CDM,66,85,Serie A,Cremonese
Felix Afena-Gyan,175,0,20,ST,89,68,Serie A,Cremonese
Jaime Baez,178,0,28,RM,73,73,Serie A,Cremonese
Alessandro Micai,186,0,29,GK,47,56,Serie A,Salernitana
Diego Valencia,181,0,23,ST,73,74,Serie A,Salernitana
Pasquale Mazzocchi,180,0,27,RWB,76,74,Serie A,Salernitana
Grigoris Kastanos,179,0,25,CAM,68,37,Serie A,Salernitana
Luca Ranieri,187,0,24,LB,75,60,Serie A,Fiorentina
Fredrik Jensen,183,0,25,CAM,64,69,Bundesliga,FC Augsburg
Noah Joel Sarenren Bazee,182,0,26,RM,87,66,Bundesliga,FC Augsburg
Tomáš Koubek,197,0,30,GK,41,53,Bundesliga,FC Augsburg
Eduardo Filipe Quaresma,184,0,21,CB,58,80,Bundesliga,TSG Hoffenheim
Emiliano Marcondes,182,0,28,CAM,72,60,Premier League,AFC Bournemouth
Jordan Zemura,173,0,23,LB,82,64,Premier League,AFC Bournemouth
András Schäfer,178,72,24,CM,72,42,Bundesliga,Union Berlin
Levi Colwill,191,0,20,CB,69,76,Premier League,Brighton
Moisés Caicedo,178,71,21,CM,73,78,Premier League,Brighton
Nicolas Haas,181,0,27,CM,77,67,Serie A,Empoli
Sebastian Walukiewicz,188,0,23,CB,59,76,Serie A,Empoli
Tyronne Ebuehi,187,0,27,RB,87,89,Serie A,Empoli
Fabiano Parisi,178,0,22,LB,69,56,Serie A,Empoli
Milan Đurić,198,0,33,ST,53,66,Serie A,Hellas Verona
Tim Ream,186,0,35,CB,54,72,Premier League,Fulham
Lewis Ferguson,181,0,23,CM,72,74,Serie A,Bologna
Christopher Antwi-Adjej,174,72,29,LW,85,51,Bundesliga,VfL Bochum
Ivan Šunjić,184,0,26,CDM,66,57,Bundesliga,Hertha Berlin
Dong Jun Lee,173,64,26,RM,82,62,Bundesliga,Hertha Berlin
Oliver Christensen,190,0,24,GK,37,64,Bundesliga,Hertha Berlin
Filip Uremovic,184,0,26,CB,58,81,Bundesliga,Hertha Berlin
Dominick Drexler,182,0,33,CAM,69,59,Bundesliga,Nieznany klub
Ralf Fährmann,197,0,34,GK,42,71,Bundesliga,Nieznany klub
Christian Groß,183,0,34,CDM,57,72,Bundesliga,Werder Bremen
Hugo Siquet,175,0,20,RB,75,73,Bundesliga,SC Freiburg
Fabio Miretti,179,0,19,CM,72,59,Serie A,Juventus
Marley Aké,177,0,22,LW,82,62,Serie A,Juventus
Matteo Gabbia,185,0,23,CB,52,70,Serie A,Milan
Linton Maina,173,0,23,LM,93,55,Bundesliga,1. FC Köln
Julian Chabot,195,0,25,CB,34,73,Bundesliga,1. FC Köln
Kingsley Schindler,180,0,29,RM,79,78,Bundesliga,1. FC Köln
Dimitris Limnios,178,0,25,LM,72,55,Bundesliga,1. FC Köln
Enzo Ebosse,185,0,24,CB,70,75,Serie A,Udinese
Felix Passlack,172,70,25,RM,69,74,Bundesliga,Dortmund
Facundo Pellistri,175,0,21,RM,82,73,Premier League,Manchester Utd
Benjamin Uphoff,191,0,29,GK,38,63,Bundesliga,SC Freiburg
Kevin Schade,183,74,21,RM,94,89,Bundesliga,SC Freiburg
Giulian Biancone,187,0,23,CB,68,67,Premier League,Nott'm Forest
Marcus Bettinelli,194,0,31,GK,29,60,Premier League,Chelsea
Gavin Bazunu,189,0,21,GK,46,79,Premier League,Southampton
Willy Caballero,186,0,41,GK,39,70,Premier League,Southampton
Flynn Downes,173,0,24,CDM,66,65,Premier League,West Ham
Cameron Archer,179,74,21,ST,77,69,Premier League,Aston Villa
Alessandro Zanoli,188,0,22,RB,69,66,Serie A,Napoli
Ante Ćorić,176,0,26,CAM,68,56,Serie A,Roma FC
Svilar,189,0,23,GK,57,71,Serie A,Roma FC
Matteo Ruggeri,179,0,20,LWB,61,56,Serie A,Atalanta BC
Riccardo Marchizza,186,0,25,LB,60,76,Serie A,Sassuolo
Filippo Romagna,186,0,26,CB,52,67,Serie A,Sassuolo
Mirko Marić,188,0,28,ST,71,68,Serie A,AC Monza
Leonardo Sernicola,187,0,26,RB,58,71,Serie A,Cremonese
Paolo Ghiglione,191,0,26,RM,80,41,Serie A,Cremonese
Erik Botheim,180,0,23,ST,71,70,Serie A,Salernitana
Vincenzo Fiorillo,190,0,33,GK,39,71,Serie A,Salernitana
Raphael Framberger,179,0,27,RWB,81,62,Bundesliga,FC Augsburg
Finn Ole Becker,177,0,22,CM,71,53,Bundesliga,TSG Hoffenheim
Siriki Dembélé,173,0,26,ST,89,34,Premier League,AFC Bournemouth
Shandon Baptiste,175,0,25,CM,72,65,Premier League,Brentford
Mads Roerslev,184,0,23,RWB,69,69,Premier League,Brentford
Mehdi Léris,186,0,25,CM,50,67,Serie A,Sampdoria
Hrvoje Smolcic,185,0,22,CB,68,74,Bundesliga,Frankfurt
Lennart Grill,192,0,24,GK,40,56,Bundesliga,Union Berlin
Tymoteusz Puchacz,180,81,24,LWB,86,70,Bundesliga,Union Berlin
Wladimiro Falcone,195,0,28,GK,27,43,Serie A,Lecce
Daniel Samek,184,0,19,CDM,62,51,Serie A,Lecce
Lorenzo Colombo,183,0,21,ST,68,75,Serie A,Lecce
Assan Ceesay,189,0,29,ST,87,79,Serie A,Lecce
Roberto Piccoli,183,0,22,ST,72,62,Serie A,Hellas Verona
Juan David Cabal,185,0,22,LB,75,65,Serie A,Hellas Verona
Micky van de Ven,193,89,22,CB,80,66,Bundesliga,VfL Wolfsburg
Kilian Fischer,182,0,22,RB,77,59,Bundesliga,VfL Wolfsburg
Josh Onomah,185,0,26,CM,65,62,Premier League,Fulham
Patrick Osterhage,183,0,23,CM,74,69,Bundesliga,VfL Bochum
Toti,187,83,24,CB,76,67,Premier League,Wolves
Francisco Jorge Tavares Oliveira,179,0,23,RW,86,50,Premier League,Wolves
Jessic Ngankam,182,0,22,ST,74,69,Bundesliga,Hertha Berlin
Kenan Karaman,189,0,29,ST,68,78,Bundesliga,Nieznany klub
Tanguy Coulibaly,175,0,22,RM,79,53,Bundesliga,VfB Stuttgart
Juan José Perea,180,0,23,ST,81,70,Bundesliga,VfB Stuttgart
Pascal Stenzel,183,0,27,CB,52,66,Bundesliga,VfB Stuttgart
Nikolas Nartey,185,81,23,CM,74,74,Bundesliga,VfB Stuttgart
Nicolai Rapp,186,0,26,CDM,54,81,Bundesliga,Werder Bremen
Benjamin Goller,180,0,24,RW,80,65,Bundesliga,Werder Bremen
Jean-Manuel Mbom,183,0,23,CM,71,61,Bundesliga,Werder Bremen
Pietro Pellegri,188,0,22,ST,65,65,Serie A,Torino
Youssoufa Moukoko,179,0,18,ST,84,71,Bundesliga,Dortmund
Di'Shon Bernard,189,0,22,CB,68,76,Premier League,Manchester Utd
Nathan Ngoumou,182,0,23,RW,86,55,Bundesliga,M'gladbach
Yannik Keitel,186,0,23,CDM,64,79,Bundesliga,SC Freiburg
Cafú,185,0,30,CDM,66,63,Premier League,Nott'm Forest
Jack Colback,177,0,33,CDM,56,76,Premier League,Nott'm Forest
Lyle Taylor,188,0,33,ST,71,35,Premier League,Nott'm Forest
Sékou Mara,183,0,20,ST,75,82,Premier League,Southampton
Crysencio Summerville,174,0,21,RM,88,35,Premier League,Leeds United
Wilfried Gnonto,170,0,19,ST,86,64,Premier League,Leeds United
Ebrima Darboe,176,0,21,CDM,62,63,Serie A,Roma FC
Edoardo Bove,176,0,21,CM,61,63,Serie A,Roma FC
Nadir Zortea,175,0,23,RWB,70,56,Serie A,Atalanta BC
Mehdi Bourabia,183,0,31,CDM,53,50,Serie A,La Spezia
Janis Antiste,182,77,20,ST,79,73,Serie A,Sassuolo
Matteo Scozzarella,175,0,34,CM,68,58,Serie A,AC Monza
Luka Lochoshvili,191,0,25,CB,53,67,Serie A,Cremonese
Daniel Ciofani,191,0,37,ST,53,88,Serie A,Cremonese
Lorenzo Pirola,185,0,21,CB,62,69,Serie A,Salernitana
Saman Ghoddos,177,0,29,CAM,61,58,Premier League,Brentford
Bruno Amione,187,0,21,CB,64,80,Serie A,Sampdoria
Nathan Ferguson,178,0,22,LB,62,68,Premier League,Crystal Palace
Kristoffer Askildsen,190,0,22,CM,58,62,Serie A,Lecce
Kastriot Dermaku,194,0,31,CB,42,70,Serie A,Lecce
Alessandro Tuia,184,0,32,CB,56,82,Serie A,Lecce
Yayah Kallon,175,0,21,RM,83,61,Serie A,Hellas Verona
Mateusz Praszelik,184,0,22,CF,69,64,Serie A,Hellas Verona
Delano Burgzorg,186,0,24,ST,79,33,Bundesliga,1. FSV Mainz 05
Niklas Tauer,183,0,22,CB,66,79,Bundesliga,1. FSV Mainz 05
Felix Nmecha,186,0,22,CAM,67,60,Bundesliga,VfL Wolfsburg
Wilfried Kanga,189,0,25,ST,76,62,Bundesliga,Hertha Berlin
Linus Gechter,190,0,19,CB,66,70,Bundesliga,Hertha Berlin
Vassilios Lampropoulos,185,0,33,CB,65,70,Bundesliga,VfL Bochum
Matija Šarkic,195,76,25,GK,36,52,Premier League,Wolves
Oliver Burke,188,0,26,ST,88,63,Bundesliga,Werder Bremen
Félix Correia,178,0,22,RW,83,59,Serie A,Juventus
Matías Soulé,176,0,20,RW,76,59,Serie A,Juventus
Alessandro Buongiorno,194,0,23,CB,59,66,Serie A,Torino
Lazar Samardžić,184,0,21,CAM,61,52,Serie A,Udinese
Florian Flick,188,0,23,CDM,61,67,Bundesliga,Nieznany klub
Fabian Bredlow,190,0,28,GK,38,68,Bundesliga,VfB Stuttgart
Ilia Gruev,185,0,23,CDM,63,59,Bundesliga,Werder Bremen
Michael Zetterer,187,0,27,GK,41,68,Bundesliga,Werder Bremen
Niklas Schmidt,184,0,25,CAM,58,51,Bundesliga,Werder Bremen
Lee Buchanan,175,0,22,LWB,70,73,Bundesliga,Werder Bremen
Steffen Tigges,193,0,24,ST,57,59,Bundesliga,1. FC Köln
Cody Drameh,184,0,21,RWB,78,62,Premier League,Leeds United
Luka Romero,166,0,18,RW,75,51,Serie A,SS Lazio
Rasmus Højlund,187,79,20,ST,83,58,Serie A,Atalanta BC
Salvador Ferrer Canals,184,0,25,RWB,68,67,Serie A,La Spezia
Petko Hristov,191,0,24,CB,40,66,Serie A,La Spezia
Emil Ceïde,175,0,21,LM,81,45,Serie A,Sassuolo
Gabriele Ferrarini,180,0,23,RB,65,56,Serie A,AC Monza
Emanuel Aiwu,184,0,22,CB,70,83,Serie A,Cremonese
Giacomo Quagliata,177,0,23,LB,83,64,Serie A,Cremonese
Sanasi Sy,174,0,24,LWB,67,65,Serie A,Salernitana
Aleksa Terzic,184,0,23,LB,67,60,Serie A,Fiorentina
Charlie Goode,196,0,27,CB,53,74,Premier League,Brentford
Nicola Ravaglia,184,0,34,GK,30,33,Serie A,Sampdoria
Nikita Contini,190,0,27,GK,48,59,Serie A,Sampdoria
Manuel De Luca,190,0,24,ST,45,61,Serie A,Sampdoria
Isak Hien,191,0,24,CB,79,77,Serie A,Hellas Verona
Josh Doig,189,0,21,LWB,75,66,Serie A,Hellas Verona
Joaquín Sosa,183,0,21,CB,41,80,Serie A,Bologna
Musa Juwara,170,0,21,ST,83,55,Serie A,Bologna
Silvère Ganvoula,191,0,26,ST,81,59,Bundesliga,VfL Bochum
Connor Ronan,170,70,25,CM,72,52,Premier League,Wolves
Leonardo B. Lohner Maia,185,0,29,ST,59,70,Premier League,Wolves
Mehmet Can Aydin,179,0,21,RB,75,53,Bundesliga,Nieznany klub
Leo Greiml,186,0,21,CB,51,76,Bundesliga,Nieznany klub
Enzo Millot,175,0,20,CAM,65,36,Bundesliga,VfB Stuttgart
Eric Martel,187,0,21,CDM,66,73,Bundesliga,1. FC Köln
Jamie Bynoe-Gittens,175,70,18,LM,82,71,Bundesliga,Dortmund
Teden Mengi,183,0,21,CB,79,73,Premier League,Manchester Utd
Elliot Anderson,175,0,20,LW,73,70,Premier League,Newcastle Utd
Mark Gillespie,192,0,31,GK,34,69,Premier League,Newcastle Utd
Jordan Smith,183,0,28,GK,34,60,Premier League,Nott'm Forest
Sam Greenwood,180,0,21,CAM,71,62,Premier League,Leeds United
Cole Palmer,189,0,21,RW,76,60,Premier League,Manchester City
Darío Sarmiento,167,0,20,RM,77,55,Premier League,Manchester City
Hugo Novoa,182,68,20,ST,73,65,Bundesliga,RB Leipzig
Ruan Tressoldi Netto,187,0,23,CB,63,74,Serie A,Sassuolo
Valentin Antov,185,0,22,CB,60,86,Serie A,AC Monza
Lukas Petkov,183,0,22,CM,77,55,Bundesliga,FC Augsburg
Justin Che,185,0,19,RWB,73,77,Bundesliga,TSG Hoffenheim
Faride Alidou,186,0,21,LM,84,50,Bundesliga,Frankfurt
Jens Grahl,193,0,34,GK,44,58,Bundesliga,Frankfurt
Jakob Busk,189,0,29,GK,43,56,Bundesliga,Union Berlin
Jeremy Sarmiento,182,0,20,RM,80,34,Premier League,Brighton
Tommaso Baldanzi,170,0,20,CAM,72,59,Serie A,Empoli
Valentin Gendrey,179,0,22,RB,76,69,Serie A,Lecce
Antonino Gallo,183,0,23,LB,79,64,Serie A,Lecce
Federico Baschirotto,184,0,26,RB,72,70,Serie A,Lecce
Diego Coppola,192,0,19,CB,60,68,Serie A,Hellas Verona
Jordi Osei-Tutu,176,75,24,RW,89,62,Bundesliga,VfL Bochum
Marko Johansson,193,0,24,GK,41,68,Bundesliga,VfL Bochum
Kerim Çalhanoğlu,180,0,20,LB,71,63,Bundesliga,Nieznany klub
Michael Langer,195,0,38,GK,31,47,Bundesliga,Nieznany klub
Tim Lemperle,187,0,21,RM,71,34,Bundesliga,1. FC Köln
Niklas Lomb,186,0,29,GK,38,65,Bundesliga,Leverkusen
Festy Ebosele,176,0,20,RWB,91,75,Serie A,Udinese
Noah Weißhaupt,180,0,21,LM,72,47,Bundesliga,SC Freiburg
Santiago Muñoz,179,0,20,ST,71,65,Premier League,Newcastle Utd
Loïc Mbe Soh,187,0,21,CB,60,71,Premier League,Nott'm Forest
Nathan Patterson,178,0,21,RB,77,73,Premier League,Everton
Conor Coventry,175,0,23,CM,63,68,Premier League,West Ham
Morgan Rogers,187,0,20,LW,75,45,Premier League,Manchester City
Emil Holm,191,0,23,RWB,77,78,Serie A,La Spezia
Daniel Maldini,185,66,21,CAM,67,54,Serie A,La Spezia
Filippo Ranocchia,184,0,22,CM,66,65,Serie A,AC Monza
Frank Tsadjout,190,0,23,ST,74,75,Serie A,Cremonese
Leonardo Capezzi,178,0,28,CM,38,60,Serie A,Salernitana
Frederik Winther,186,0,22,CB,55,73,Bundesliga,FC Augsburg
Jason Steele,188,0,32,GK,35,56,Premier League,Brighton
Malcolm Ebiowei,185,0,19,RM,77,53,Premier League,Crystal Palace
Þórir Jóhann Helgason,187,0,22,CM,64,54,Serie A,Lecce
Marcin Listkowski,178,0,25,CM,77,72,Serie A,Lecce
Simone Perilli,195,0,28,GK,45,52,Serie A,Hellas Verona
Eren Dinkçi,188,0,21,RW,84,60,Bundesliga,Werder Bremen
Marko Lazetic,192,0,19,ST,67,68,Serie A,Milan
Tom Rothe,192,0,18,LB,67,60,Bundesliga,Dortmund
Luca Unbehaun,185,0,22,GK,41,83,Bundesliga,Dortmund
Marcel Lotka,190,0,22,GK,22,38,Bundesliga,Dortmund
Kiliann Sildillia,186,0,21,CB,63,74,Bundesliga,SC Freiburg
Noah Atubolu,190,0,21,GK,35,60,Bundesliga,SC Freiburg
Merlin Röhl,191,0,20,CM,76,58,Bundesliga,SC Freiburg
Harry Arter,176,0,33,CDM,53,64,Premier League,Nott'm Forest
Leo Hjelde,188,0,19,CB,71,65,Premier League,Leeds United
Kristoffer Klaesson,189,0,22,GK,34,61,Premier League,Leeds United
Scott Carson,190,0,37,GK,35,72,Premier League,Manchester City
Marius Adamonis,191,0,26,GK,20,41,Serie A,SS Lazio
Cristian Volpato,187,0,19,CAM,64,52,Serie A,Roma FC
David Strelec,185,0,22,ST,55,62,Serie A,La Spezia
Aurélien Nguiamba,179,0,24,CM,65,63,Serie A,La Spezia
Brian Oddei,175,0,20,RM,65,53,Serie A,Sassuolo
Alessandro Russo,193,0,22,GK,31,38,Serie A,Sassuolo
James Hill,182,0,21,CB,66,82,Premier League,AFC Bournemouth
Diant Ramaj,186,0,21,GK,24,52,Bundesliga,Frankfurt
Koni De Winter,191,0,20,CB,64,66,Serie A,Empoli
Pablo Rodríguez Delgado,178,0,21,ST,69,59,Serie A,Lecce
John Björkengren,182,0,24,CDM,62,60,Serie A,Lecce
Alessandro Cortinovis,180,0,22,CM,75,60,Serie A,Hellas Verona
Marlon Suliman Mustapha,183,0,22,ST,76,80,Bundesliga,1. FSV Mainz 05
Kélian Nsona,189,0,21,LM,87,34,Bundesliga,Hertha Berlin
Yerson Mosquera,187,76,22,CB,74,73,Premier League,Wolves
Boubacar Traoré,183,0,21,CM,56,64,Premier League,Wolves
Henning Matriciani,187,0,23,RB,73,61,Bundesliga,Nieznany klub
Naouirou Ahamada,183,0,21,CM,69,66,Bundesliga,VfB Stuttgart
Luca Gemello,190,0,22,GK,31,31,Serie A,Torino
Simone Edera,174,0,26,CAM,57,41,Serie A,Torino
Ayman Azhil,170,0,22,CDM,67,56,Bundesliga,Leverkusen
Shola Shoretire,175,0,19,RM,73,33,Premier League,Manchester Utd
Matthew Smith,176,0,22,CM,65,45,Premier League,Arsenal
Rocco Reitz,175,0,21,CM,61,54,Bundesliga,M'gladbach
Robert Wagner,182,0,19,CM,68,54,Bundesliga,SC Freiburg
Carney Chukwuemeka,185,0,19,CM,65,50,Premier League,Chelsea
Kyle John,176,0,22,RB,65,69,Premier League,Everton
Harvey White,178,0,21,CDM,66,56,Premier League,Spurs
Brandon Austin,188,0,24,GK,32,59,Premier League,Spurs
Calvin Ramsay,177,0,19,RB,78,61,Premier League,Liverpool
Mathys Tel,183,0,18,ST,77,61,Bundesliga,FC Bayern
Karl Hein,193,0,21,GK,35,34,Premier League,Arsenal
Simone Muratore,186,0,24,CM,58,56,Serie A,Atalanta BC
William Bianda,185,0,23,CB,53,67,Serie A,Roma FC
Mikael Egill Ellertsson,182,0,21,RM,64,46,Serie A,La Spezia
Warren Bondo,177,0,19,CM,76,66,Serie A,AC Monza
Tommaso Milanese,173,0,20,CM,67,56,Serie A,Cremonese
Luca Philipp,192,0,22,GK,26,30,Bundesliga,TSG Hoffenheim
Julio César Enciso,178,0,19,RM,78,49,Premier League,Brighton
Herculano Bucancil Nabian,182,0,19,ST,80,58,Serie A,Empoli
Samuele Perisan,192,0,25,GK,46,54,Serie A,Empoli
Marco Bleve,184,0,27,GK,18,63,Serie A,Lecce
Kevin Paredes,168,0,20,LM,77,43,Bundesliga,VfL Wolfsburg
Tarsis Bonga,197,0,26,RW,73,72,Bundesliga,VfL Bochum
Justin Heekeren,194,0,22,GK,39,60,Bundesliga,Nieznany klub
Conor Noß,181,0,22,CAM,71,65,Bundesliga,M'gladbach
Yvandro Borges Sanches,175,0,19,LM,75,60,Bundesliga,M'gladbach
Kimberly Ezekwem,191,0,21,LB,62,72,Bundesliga,SC Freiburg
Denis Huseinbašic,184,0,21,CM,68,74,Bundesliga,1. FC Köln
Matthew Garbett,188,0,21,CAM,68,52,Serie A,Torino
Soumaila Coulibaly,190,0,19,CB,62,75,Bundesliga,Dortmund
Jan Olschowsky,182,0,21,GK,19,78,Bundesliga,M'gladbach
Mika Schroers,180,0,21,LM,67,50,Bundesliga,M'gladbach
Jamie Bowden,183,0,21,CM,62,62,Premier League,Spurs
Karim Zedadka,182,0,22,LB,74,66,Serie A,Napoli
Mario Gila Fuentes,185,0,22,CB,64,66,Serie A,SS Lazio
Aimar Sher,175,0,20,CM,64,68,Serie A,La Spezia
Mouhamadou Sarr,190,0,26,GK,43,56,Serie A,Cremonese
Tom Bischof,176,0,17,CAM,63,59,Bundesliga,TSG Hoffenheim
Marcel Wenig,188,0,19,CAM,64,55,Bundesliga,Frankfurt
Alessandro Berardi,185,0,32,GK,50,62,Serie A,Hellas Verona
Niklas Klinger,187,0,27,GK,33,72,Bundesliga,VfL Wolfsburg
Dženan Pejcinovic,188,0,18,ST,62,65,Bundesliga,VfL Wolfsburg
Denso Kasius,186,0,20,RWB,68,55,Serie A,Bologna
Mohammed Tolba,185,0,18,RB,61,64,Bundesliga,VfL Bochum
Thomas Kastanaras,186,0,20,ST,58,60,Bundesliga,VfB Stuttgart
Demba Seck,190,0,22,RW,69,55,Serie A,Torino
Torben Müsel,185,0,23,ST,67,53,Bundesliga,M'gladbach
Mamadou Doucouré,183,0,25,CB,54,74,Bundesliga,M'gladbach
Romeo Lavia,181,0,19,CDM,56,59,Premier League,Southampton
Andy Lonergan,192,0,39,GK,40,66,Premier League,Everton
Harrison Ashby,180,0,21,RB,78,66,Premier League,West Ham
Zidan Sertdemir,182,0,18,CM,69,54,Bundesliga,Leverkusen
Kaide Gordon,173,0,18,RW,72,58,Premier League,Liverpool
Jake Cain,176,0,21,CM,64,38,Premier League,Liverpool
Filippo Tripi,185,0,21,CB,40,74,Serie A,Roma FC
Francesco Rossi,193,0,32,GK,21,55,Serie A,Atalanta BC
Muhammed Damar,185,0,19,CAM,64,58,Bundesliga,TSG Hoffenheim
Fisnik Asllani,188,0,20,ST,55,65,Bundesliga,TSG Hoffenheim
Aaron Pressley,189,0,21,ST,70,68,Premier League,Brentford
Jacopo Fazzini,178,0,20,CM,66,62,Serie A,Empoli
Lasse Rieß,191,0,21,GK,30,38,Bundesliga,1. FSV Mainz 05
Luke Harris,168,0,18,CAM,57,57,Premier League,Fulham
Tim Oermann,187,0,19,CB,53,60,Bundesliga,VfL Bochum
Sammy Braybrooke,184,0,19,CM,68,57,Premier League,Leicester City
Sidi Sané,190,0,20,RM,68,60,Bundesliga,Nieznany klub
Lilian Egloff,182,0,20,CAM,67,56,Bundesliga,VfB Stuttgart
Florian Schock,199,0,22,GK,25,38,Bundesliga,VfB Stuttgart
Antonis Aidonis,181,0,22,CB,55,73,Bundesliga,VfB Stuttgart
Dos Santos Haesler,196,0,24,GK,28,34,Bundesliga,Werder Bremen
Dikeni Salifou,191,0,19,CDM,55,58,Bundesliga,Werder Bremen
Göktan Gürpüz,176,0,20,CAM,65,59,Bundesliga,Dortmund
Lion Semic,169,0,19,RB,82,61,Bundesliga,Dortmund
